12.0107, 14.91902,0.83725,0.08355
12.0107, 14.27413,0.17293,-0.98960
12.0107, 12.88361,-0.00469,-0.97189
12.0107, 14.14089,1.34321,1.15517
12.0107, 12.74691,1.19799,1.14271
12.0107, 12.11316,0.51401,0.08674
12.0107, 12.21570,-0.76188,-2.10166
12.0107, 11.92582,1.77847,2.27598
12.0107, 10.62613,0.33593,0.09191
1.00794, 12.20711,-0.17593,-3.02947
1.00794, 11.18018,-1.00405,-1.86267
1.00794, 12.73666,-1.70026,-2.31768
1.00794, 12.21165,2.81341,2.48971
1.00794, 12.06043,1.20692,3.20293
1.00794, 10.86131,1.76905,2.04235
12.0107, 14.84516,2.02301,2.31161
12.0107, 16.23728,1.42407,2.51403
1.00794, 14.26577,1.92035,3.23254
1.00794, 14.93750,3.10416,2.12623
12.0107, 17.03627,1.53050,1.22318
1.00794, 16.14037,0.36870,2.79584
1.00794, 16.77544,1.93324,3.32041
14.0067, 16.30384,0.99751,0.08334
1.00794, 17.97703,0.97136,1.32017
1.00794, 17.31381,2.58303,1.04004
12.0107, 15.10513,-0.32979,-2.15287
12.0107, 16.35508,0.53185,-2.33632
1.00794, 14.51928,-0.32248,-3.07582
1.00794, 15.40370,-1.37676,-1.98995
12.0107, 17.13944,0.58479,-1.03370
1.00794, 16.05793,1.54835,-2.62102
1.00794, 16.99367,0.13836,-3.13410
1.00794, 17.96736,1.30072,-1.12439
1.00794, 17.59570,-0.40013,-0.83040
12.0107,  9.80153,1.23326,-0.61895
12.0107,  8.36664,1.05784,-0.62300
12.0107,  7.78738,-0.00577,0.10383
12.0107, 10.04350,-0.73149,0.80781
12.0107,  8.60796,-0.90148,0.82366
12.0107,  6.30538,-0.18211,0.10640
12.0107, 10.84988,-1.66549,1.53427
12.0107, 10.28608,-2.68952,2.24699
12.0107,  8.87195,-2.84343,2.28278
12.0107,  8.06244,-1.97854,1.59556
1.00794, 11.92645,-1.54017,1.50642
1.00794, 10.91682,-3.38639,2.79132
1.00794,  8.43367,-3.65132,2.86163
1.00794,  6.98589,-2.09978,1.63259
12.0107, 10.35815,2.32928,-1.35364
12.0107,  9.56224,3.18846,-2.06264
12.0107,  8.15175,3.00270,-2.08659
12.0107,  7.57571,1.97279,-1.39157
1.00794, 11.43418,2.46136,-1.33612
1.00794, 10.00558,4.01286,-2.61361
1.00794,  7.52977,3.68164,-2.66280
1.00794,  6.50096,1.83572,-1.42046
12.0107,  5.70289,-1.21280,-0.63165
12.0107,  4.32154,-1.37019,-0.64787
12.0107,  3.49457,-0.49337,0.08189
12.0107,  4.09776,0.53673,0.83074
12.0107,  5.47994,0.68526,0.83875
1.00794,  5.93529,1.48484,1.41506
1.00794,  6.33198,-1.89122,-1.19979
1.00794,  3.86757,-2.16663,-1.22845
12.0107, -0.54928,-0.85639,-0.02155
1.00794,  3.47032,1.21485,1.39991
12.0107, -1.16789,-1.79324,-0.87329
12.0107, -2.55269,-1.89014,-0.92728
12.0107, -3.33789,-1.05112,-0.13706
12.0107, -2.74449,-0.11990,0.71491
12.0107, -1.36001,-0.02406,0.77617
1.00794, -0.55161,-2.43728,-1.49098
1.00794, -3.02954,-2.60336,-1.59000
1.00794, -3.36888,0.51835,1.32983
1.00794, -0.89202,0.69722,1.43712
12.0107, -6.87306,-0.85573,-1.47901
12.0107, -7.60120,-1.29238,-0.34679
12.0107, -9.01841,-1.36575,-0.41552
12.0107, -9.67727,-0.99560,-1.61209
12.0107, -8.94382,-0.56700,-2.70662
12.0107, -7.53963,-0.49955,-2.64072
1.00794, -6.95519,-0.16797,-3.49175
1.00794, -9.47568,-0.28662,-3.60902
12.0107, -6.94409,-1.65526,0.85302
12.0107, -7.67984,-2.07968,1.94819
12.0107, -9.08385,-2.15252,1.87973
12.0107, -9.74856,-1.80196,0.71572
1.00794, -9.66899,-2.48070,2.73164
1.00794, -7.14953,-2.35079,2.85434
12.0107,-11.16118,-1.05746,-1.69361
14.0067,-11.83681,-1.54121,-0.56276
12.0107,-11.23330,-1.87660,0.65882
12.0107, -5.38935,-0.77291,-1.42961
14.0067, -4.77795,-1.14007,-0.20856
12.0107, -5.46184,-1.57909,0.94834
15.999, -4.72449,-0.40933,-2.38403
15.999, -4.85712,-1.87381,1.96453
15.999,-11.90611,-2.21483,1.62208
15.999,-11.77358,-0.70974,-2.69310
12.0107,-13.31113,-1.59109,-0.62570
1.00794,-13.63115,-2.41254,0.01636
1.00794,-13.57865,-1.81250,-1.65946
1.00794,-17.96023,0.77477,-0.90800
1.00794,-18.04286,0.13515,0.72526
12.0107,  2.07895,-0.63590,0.05538
12.0107,  0.86818,-0.74399,0.02485
