12.0107,13.43981, 0.90427,-0.01738
12.0107,13.00560,-0.35233,-0.50938
12.0107,11.64338,-0.68297,-0.48670
12.0107,12.48060, 1.83025, 0.46505
12.0107,11.11669, 1.50942, 0.43703
12.0107,10.69268, 0.24790,-0.02498
12.0107,11.20111,-2.05116,-0.96427
12.0107,10.10007, 2.52795, 0.91128
1.00794,11.26774,-2.13742,-2.05623
1.00794,10.16678,-2.25463,-0.68689
1.00794,11.82333,-2.84484,-0.53860
1.00794,10.30198, 3.52016, 0.49589
1.00794,10.10850, 2.62507, 2.00435
1.00794, 9.08790, 2.24652, 0.62068
12.0107,12.95858, 3.15621, 1.02106
12.0107,14.34697, 3.00411, 1.64324
1.00794,12.26116, 3.53458, 1.77275
1.00794,12.99610, 3.91786, 0.22718
12.0107,15.31330, 2.43808, 0.61312
1.00794,14.28762, 2.32151, 2.49946
1.00794,14.72452, 3.96389, 2.01117
14.0067,14.79497, 1.23022,-0.01358
1.00794,16.26961, 2.19269, 1.09475
1.00794,15.53350, 3.20164,-0.15286
12.0107,14.02844,-1.32174,-1.06807
12.0107,15.23226,-0.57028,-1.63755
1.00794,13.58278,-1.94075,-1.85135
1.00794,14.36854,-2.01785,-0.28607
12.0107,15.81080, 0.35447,-0.57695
1.00794,14.91474, 0.02542,-2.50181
1.00794,16.00562,-1.26518,-1.98116
1.00794,16.59766, 0.98184,-1.01631
1.00794,16.29090,-0.24225, 0.21876
