12.0107,-5.51270,-0.91324, 1.21133
12.0107,-6.12658,-0.44348, 0.02542
12.0107,-7.51952,-0.16146, 0.02678
12.0107,-8.26557,-0.34557, 1.21526
12.0107,-7.64230,-0.80363, 2.36480
12.0107,-6.26454,-1.08994, 2.36216
1.00794,-5.76677,-1.45063, 3.25544
1.00794,-8.23963,-0.93390, 3.26034
12.0107,-5.38082,-0.25107,-1.16224
12.0107,-6.00711, 0.20134,-2.31285
12.0107,-7.38799, 0.47255,-2.31319
12.0107,-8.13747, 0.29789,-1.16097
1.00794,-7.88939, 0.82325,-3.20840
1.00794,-5.40964, 0.34027,-3.20705
12.0107,-9.72123,-0.04208, 1.23727
14.0067, -10.27793, 0.45823, 0.04303
12.0107,-9.59608, 0.58917,-1.17923
12.0107,-4.05870,-1.22183, 1.23018
14.0067,-3.35425,-0.99803, 0.02540
12.0107,-3.92102,-0.53025,-1.18237
15.999,-3.49122,-1.64609, 2.22186
15.999,-3.23528,-0.36967,-2.17671
15.999, -10.17592, 0.94475,-2.19281
15.999, -10.40377,-0.19100, 2.23644
